Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Bank credit to bank deposits (%),GFDD.SI.04,East Asia & Pacific (IDA total),DEA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bank credit to bank deposits (%),GFDD.SI.04,Europe & Central Asia (IDA total),DEC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bank credit to bank deposits (%),GFDD.SI.04,IBRD only,IBD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bank credit to bank deposits (%),GFDD.SI.04,IDA total,IDA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bank credit to bank deposits (%),GFDD.SI.04,Latin America & Caribbean (IDA total),DLA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bank credit to bank deposits (%),GFDD.SI.04,Least developed countries: UN classification,LDC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bank credit to bank deposits (%),GFDD.SI.04,Middle East & North Africa (IDA total),DMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bank credit to bank deposits (%),GFDD.SI.04,Small island developing states: UN classification,SID,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bank credit to bank deposits (%),GFDD.SI.04,South Asia (IDA total),DSA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bank credit to bank deposits (%),GFDD.SI.04,Sub-Saharan Africa (IDA total),DSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bank credit to bank deposits (%),GFDD.SI.04,Afghanistan,AFG,615.4695,420.9559,308.3333,316.0326,219.4445,182.353,190.4095,193.5872,174.3127,124.7339,151.4775,108.3139,114.0142,129.3289,133.1588,100.3439,87.07652,71.66417,97.28912,99.87733,92.76906,67.79237,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,52.90562,59.41396,60.26807,56.99373,61.68562,26.11724,23.00067,23.64046,21.57651,22.07197,19.90955,19.45025,18.22994,18.7596,16.8307,..
Bank credit to bank deposits (%),GFDD.SI.04,Albania,ALB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.68888,12.73507,10.20287,10.33807,8.680862,8.612488,10.66688,12.73816,14.25826,16.30019,19.45933,29.11831,38.70012,47.93907,61.61376,63.52218,59.0051,58.43037,55.74315,53.83069,53.40128,51.55516,50.37444,50.60535,50.5542,51.63216,51.95975,51.59088
Bank credit to bank deposits (%),GFDD.SI.04,Algeria,DZA,..,..,..,..,90.98837,77.01433,56.07009,56.00104,64.95397,89.19537,85.32195,108.3979,132.1602,148.6714,170.0811,163.469,154.5197,140.9979,144.5504,152.0679,148.3762,158.2023,141.7361,139.018,135.0857,131.7926,139.452,124.3109,117.5956,122.5897,128.1316,135.5197,25.95206,19.88875,21.78384,21.06366,24.61664,16.32959,15.93344,18.6717,22.75307,19.65014,26.79668,24.74938,25.88542,31.35398,29.5643,27.94635,28.57536,33.38467,33.76478,31.80456,33.94255,37.96037,37.06756,43.47479,49.1687,49.99484,50.18056,53.70742,55.02512,48.48491
Bank credit to bank deposits (%),GFDD.SI.04,Andorra,AND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bank credit to bank deposits (%),GFDD.SI.04,Angola,AGO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,43.40376,20.46637,31.46839,19.94162,13.37482,14.1069,21.43877,26.58673,36.8115,43.97969,40.96426,49.77911,62.48415,61.46616,59.33615,65.94779,62.65359,72.17168,69.30701,59.79449,62.92494,54.26311,52.88972,47.44531,44.14502,32.0437,37.19412
Bank credit to bank deposits (%),GFDD.SI.04,Antigua and Barbuda,ATG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,74.90572,78.5854,93.68951,92.30565,75.56314,78.95206,86.26067,78.74581,82.12801,81.57244,87.91777,87.36078,87.84506,86.17959,86.92673,89.05978,82.93306,83.57745,79.48301,71.62765,68.78436,83.89952,94.01801,88.20924,75.88737,78.0063,76.18534,78.37007,69.31627,66.27628,67.21742,72.719,73.72945,77.20529,85.97227,85.14003,80.25674,75.49197,71.95895,67.73779,57.95764,58.9736,53.24872,50.62948,53.34319,61.86497,52.02621
Bank credit to bank deposits (%),GFDD.SI.04,Argentina,ARG,82.08092,123.8994,128.9941,105.0209,97.68786,99.30716,103.9076,79.3996,86.59476,87.93103,85.24999,145,92.00001,92.49999,90,102.7586,85.28168,84.50293,88.18378,95.37874,105.22,153.9801,188.4511,162.6141,135.077,125.748,106.0678,115.7417,94.24664,272.2725,189.2819,162.5225,148.0638,120.3866,121.6127,124.4289,108.1511,98.3516,97.75047,90.74091,84.47463,84.8335,66.67413,46.14908,44.5161,49.25088,56.16525,61.86273,69.34873,65.1235,66.57224,77.87972,76.76775,78.1691,71.42828,68.71815,60.38981,70.41665,..,..,..,..
Bank credit to bank deposits (%),GFDD.SI.04,Armenia,ARM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,66.9038,17.43413,153.4926,253.1009,191.7368,149.7518,130.8896,129.7345,111.3099,95.06638,74.49761,64.90103,70.1206,80.75019,84.98064,116.5103,161.0035,143.37,161.2625,168.0856,172.8487,161.6799,172.5044,145.8335,132.0816,128.7801,140.9845,147.577,160.5057,131.7701
Bank credit to bank deposits (%),GFDD.SI.04,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,101.6671,87.04823,98.05721,92.40776,89.6304,85.95709,81.09541,82.0445,85.60137,89.35906,93.45814,95.01524,87.5645,87.94312,93.62502,93.45628,94.17749,96.46764,97.64754,100.8612,102.6946,103.7333,91.87391,85.5248,86.70889,89.28773,85.37672,93.9272,92.64525,84.26423,77.97427,79.76316,79.75225,82.34886,80.54509,..
Bank credit to bank deposits (%),GFDD.SI.04,Australia,AUS,47.42523,43.89171,43.88724,43.92157,44.80279,47.72048,49.78003,51.65661,54.69425,56.21309,57.21149,59.59184,57.54121,61.44515,67.61068,64.84429,69.00829,73.47768,75.20557,77.92982,75.2342,77.689,78.57853,79.58629,85.12991,96.48952,106.4366,106.7563,111.6418,120.5794,119.8983,121.2289,118.3099,120.1401,120.7406,123.2436,121.2458,125.2935,128.426,128.6604,138.016,130.7693,136.4595,139.053,138.5544,144.2296,141.537,126.8457,124.72,133.1289,127.4613,124.9553,122.0985,137.2701,138.7739,119.0935,139.7372,138.799,140.488,133.4108,119.9179,118.617
Bank credit to bank deposits (%),GFDD.SI.04,Austria,AUT,107.5094,109.693,103.0468,96.8579,96.41592,99.76414,102.7926,100.1857,97.72575,98.98013,98.6479,100.6685,104.8563,102.0022,103.7275,95.40743,98.31611,104.0808,102.3192,111.1238,108.7699,109.1087,104.1447,106.5672,102.0465,112.3081,102.9807,102.3323,106.1474,110.1765,111.8711,112.5509,111.8551,110.6485,108.5379,110.6168,114.979,122.7844,..,..,..,149.2139,148.1322,140.2597,139.5746,140.9141,137.1406,121.6259,117.3827,120.3701,125.3712,123.5069,121.1571,117.4628,110.1256,106.0136,100.4544,100.2899,98.02511,98.74014,93.1756,95.2787
Bank credit to bank deposits (%),GFDD.SI.04,Azerbaijan,AZE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39.94032,35.40215,8.132194,17.89965,23.82113,39.65221,61.24353,53.71824,55.86052,71.33097,76.27434,86.16708,80.82589,94.77576,106.303,129.9359,146.3437,158.4947,148.8066,133.8522,145.3958,170.2512,168.6363,127.2348,132.3969,99.3254,97.15614,93.7495,98.69848,86.35897
Bank credit to bank deposits (%),GFDD.SI.04,"Bahamas, The",BHS,..,..,..,..,..,..,..,..,..,176.1178,210.5549,126.9695,131.9323,197.4893,139.9577,141.0552,107.3339,113.1018,106.9132,103.7831,104.3794,103.7436,97.14458,90.67783,88.53029,93.18755,95.79797,95.93624,95.35483,96.08289,99.66257,96.22031,95.34044,93.25251,97.35152,99.69149,103.5694,105.9529,101.1883,102.0025,106.4548,108.8317,109.7272,106.3323,103.5966,106.9434,115.7494,115.2676,114.6988,113.7681,110.2883,109.3562,109.884,106.9808,106.0587,105.2918,93.70252,89.72364,86.79906,76.47356,75.68644,..
Bank credit to bank deposits (%),GFDD.SI.04,Bahrain,BHR,..,..,..,..,..,74.6289,43.17761,49.66154,63.55386,75.45586,65.80264,72.38503,82.91582,90.12157,93.73696,100.3483,99.36205,99.69139,90.853,103.831,93.37489,73.06316,155.3462,78.85775,85.40626,72.59551,70.30505,56.31189,53.25175,49.84886,57.49531,58.42321,61.62537,70.70663,74.27551,71.57529,69.94139,72.51923,66.52571,72.55054,68.69184,64.36063,69.50542,68.44196,81.63857,80.24402,83.46253,82.16117,98.04623,91.25959,88.0049,98.64594,100.1754,97.94437,86.57893,90.64584,..,..,..,..,..,..
Bank credit to bank deposits (%),GFDD.SI.04,Bangladesh,BGD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26.33054,29.76239,32.63141,44.59002,43.41501,48.11818,50.4571,58.98621,61.73573,62.52676,71.26519,78.18679,73.17207,73.6471,77.70383,79.64568,81.65794,74.77592,66.72051,67.30883,65.53482,84.51999,85.40797,89.43443,90.00192,85.52733,81.74404,65.91986,66.58377,63.73407,66.01543,67.13229,68.73873,70.41162,73.64589,85.76065,90.77443,89.57307,87.06731,82.90532,85.16569,86.48834,89.3372,97.16288,100.08,97.03912,92.61987,94.89819
Bank credit to bank deposits (%),GFDD.SI.04,Barbados,BRB,..,..,..,..,..,..,85.40333,76.16033,65.15625,96.42857,106.7611,100.8533,100.5497,116.5523,99.95357,94.29998,94.39673,95.09748,85.41775,83.59301,89.15347,94.14146,92.28812,93.90707,88.75183,84.00191,83.72855,80.57069,79.33754,89.22281,78.92245,82.87189,77.03357,75.24072,76.78239,82.54694,73.0086,77.12415,82.21619,84.69256,79.71591,69.32727,61.54026,62.3862,65.30513,67.31075,71.64812,63.28061,67.67946,70.57799,..,..,87.18014,82.56462,79.13127,75.74393,73.79472,75.2421,75.14576,73.03434,..,..
Bank credit to bank deposits (%),GFDD.SI.04,Belarus,BLR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,148.2483,161.7743,116.1581,79.51144,83.17686,83.27393,73.19592,69.119,68.02857,75.81636,77.87609,89.4357,91.5305
Bank credit to bank deposits (%),GFDD.SI.04,Belgium,BEL,50.10061,50.98543,55.43131,60.4488,63.19489,61.9559,65.50681,68.07676,69.25768,56.07452,58.80325,57.53337,59.14886,59.94727,61.63317,63.81346,63.70308,69.51987,71.54612,78.44071,83.07139,80.76191,76.10638,72.99744,75.03768,71.99253,70.27738,71.00418,79.36391,88.99236,89.18043,91.9558,111.3464,103.0776,102.7951,100.1642,95.69832,94.36273,..,..,..,81.73935,77.43993,71.54395,67.77697,67.67215,69.44154,73.95049,67.44455,60.36342,57.69367,56.58163,54.50303,54.65023,54.31535,55.08627,57.05626,58.41023,59.17992,60.3269,58.32838,58.83998
Bank credit to bank deposits (%),GFDD.SI.04,Belize,BLZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,95.61901,86.5264,72.61916,89.26385,85.35643,91.92358,103.0861,92.54862,91.2399,90.19991,75.96136,75.51328,92.82703,94.71024,94.40507,105.1558,103.4623,104.2613,100.5234,90.51669,91.80952,92.15354,98.37994,92.34988,85.10011,86.95452,96.71034,104.4083,102.5493,100.694,98.1012,97.95722,94.64729,91.8998,89.9917,85.62078,78.98288,80.42799,78.23484,77.74592,75.61404,76.73576,76.91363,77.13693,72.52572,65.63089
Bank credit to bank deposits (%),GFDD.SI.04,Benin,BEN,172.6708,202.5316,167.5325,193.0435,214.0969,190.7173,155.4744,168.6347,139.7769,154.7966,150.4779,128.2495,142.6517,162.3741,144.2954,145.8354,162.9442,162.069,157.6923,253.373,202.381,193.3333,187.9104,185.6275,144.856,164.951,165.6085,168.9472,202.0848,173.1783,115.9898,87.06486,57.46712,47.07031,43.48908,41.51432,49.89553,34.61353,48.44218,75.37453,74.271,63.43969,68.4678,82.61496,85.71608,91.36195,89.79832,84.24688,85.73869,83.20476,82.75661,85.26766,87.28165,84.95503,78.07078,68.46378,78.50858,77.42525,78.35843,83.57119,68.64012,62.48408
Bank credit to bank deposits (%),GFDD.SI.04,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bank credit to bank deposits (%),GFDD.SI.04,Bhutan,BTN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.24793,18.01746,14.0752,16.49914,18.32962,20.17055,24.37849,24.40376,26.57349,34.27536,30.41314,35.35531,26.65554,24.0074,30.01896,26.09582,19.87966,20.16548,24.12736,25.16384,32.68913,35.09229,40.64752,48.24746,58.12054,69.97134,50.12354,64.78386,83.97591,85.43483,88.82826,75.57259,83.6738,79.48554,78.57774,87.47758,92.31911,76.18356,..
Bank credit to bank deposits (%),GFDD.SI.04,Bolivia,BOL,101.897,117.8261,112.3322,151.8687,190.8307,181.9339,152.6566,145.4104,146.4238,137.769,137.1332,123.9887,137.1438,153.5702,164.1083,149.9907,123.5153,126.4212,147.4849,170.1996,139.659,128.4102,164.5311,149.4488,227.1809,343.9252,184.499,177.0657,160.1435,150.7339,137.4338,124.1324,128.7989,128.7801,143.2256,139.9017,119.2195,121.4638,131.6395,132.8423,127.247,101.6157,107.5988,98.2289,111.5977,105.9834,98.95088,89.89114,81.0978,72.17886,80.57392,82.32555,81.29902,82.52028,80.8846,78.95948,87.66471,88.86385,95.41489,101.2815,99.62559,97.54038
Bank credit to bank deposits (%),GFDD.SI.04,Bosnia and Herzegovina,BIH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2861.013,2861.112,729.4155,598.1487,129.7971,143.2232,144.7469,126.7806,129.8428,123.8611,128.1685,154.9637,140.1147,134.5087,115.7471,114.9381,108.5171,103.7253,98.63047,94.95255,92.66695,89.41398,87.48944,80.7691,75.14927
Bank credit to bank deposits (%),GFDD.SI.04,Botswana,BWA,..,..,..,..,..,..,..,..,..,..,..,..,46.35703,62.71968,85.14425,107.8749,87.61382,70.95203,71.42769,64.52416,76.83952,81.51199,66.8106,69.94617,63.49098,54.87801,60.35077,56.27462,49.38788,51.36491,63.43925,61.41013,75.09146,75.38593,74.35313,64.58215,56.14351,47.14634,46.05565,52.88725,64.66576,55.94741,70.49678,67.20451,76.35665,71.93231,50.63876,48.4334,50.60551,56.96027,58.52842,66.57545,73.44469,77.69431,84.29067,75.6105,78.19441,80.20076,78.74796,77.91669,77.83256,77.9705
Bank credit to bank deposits (%),GFDD.SI.04,Brazil,BRA,80.68896,77.33577,72.81454,69.09315,70.73268,66.46178,70.80199,73.8243,83.45287,127.8171,142.487,165.1163,169.2308,164,180.2817,180.7175,191.7889,188.972,172.7497,166.1942,166.5984,162.3818,163.452,147.3833,137.1456,120.5175,92.39948,122.3596,136.005,118.4191,154.1332,144.4129,149.5025,166.2225,160.3788,147.9997,130.7959,118.7084,81.05559,74.5938,71.52506,64.7906,69.28678,60.44796,59.48403,59.16041,62.53505,72.07645,79.7676,92.11935,104.9744,115.7428,116.4879,122.1056,120.59,117.2728,99.27887,92.27802,90.40649,91.4394,92.10096,100.071
Bank credit to bank deposits (%),GFDD.SI.04,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bank credit to bank deposits (%),GFDD.SI.04,Brunei Darussalam,BRN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,86.56205,62.80555,74.36976,76.08334,75.29471,68.53469,74.68655,72.70563,74.11678,70.21568,61.72332,58.20702,49.94051,50.70732,53.07573,52.41356,55.02293,51.02082,48.40549,45.46904,44.23119,44.91091,..
Bank credit to bank deposits (%),GFDD.SI.04,Bulgaria,BGR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,123.3576,112.1048,95.20686,68.20396,66.66653,93.37922,36.22224,49.94336,53.93106,53.95038,53.17206,65.92488,82.72793,94.84613,95.32796,88.59164,107.2876,129.2127,128.2127,119.0783,109.8865,104.5504,96.13675,87.31447,79.12197,75.05247,72.10317,72.16503,70.4403,66.49859,66.08822
Bank credit to bank deposits (%),GFDD.SI.04,Burkina Faso,BFA,71.875,102.6882,104.902,174.5665,222.8395,240.625,219.6078,206.4327,158.664,200.2513,172.25,155.9969,165.2244,132.3002,180.0237,170.5244,181.1146,232.6567,203.9997,207.592,183.9921,173.5308,170.7717,161.9012,124.7025,151.5656,140.3687,126.8941,120.4407,139.6397,153.8347,111.975,96.61964,88.20102,54.58806,51.77419,59.55566,93.62834,98.47327,86.27718,89.35816,92.72066,95.59325,92.04121,95.21792,118.0944,115.2295,98.14841,103.9396,85.04074,74.75343,77.59666,82.88501,91.59549,98.11031,90.20908,84.44279,82.49111,82.05551,84.45835,77.09641,72.29218
Bank credit to bank deposits (%),GFDD.SI.04,Burundi,BDI,..,..,..,..,69.32272,63.97059,80.66666,80.12842,80.98682,60.02759,77.21436,76.80104,80.62061,77.89903,153.1072,54.78493,61.44329,48.46526,87.77789,120.047,128.8859,164.19,137.9461,86.85831,60.37423,45.32148,62.28939,59.18655,71.09911,74.19613,89.01614,95.30594,98.52024,126.9588,99.93008,99.15405,104.284,100.6198,138.8443,114.799,143.9487,131.3729,131.0109,108.8594,105.5306,83.88052,77.7391,76.09623,66.84995,74.27872,82.82974,103.0396,98.20198,93.76863,89.31491,89.06108,88.74348,70.4722,66.03263,63.48657,61.2955,..
Bank credit to bank deposits (%),GFDD.SI.04,Cabo Verde,CPV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,152.6992,144.3854,137.5971,112.8292,100.8688,106.6511,99.10331,122.6904,148.8871,166.088,199.9803,178.357,180.5707,34.15938,36.09304,45.57614,43.04739,52.03522,57.93658,78.60983,70.36065,68.59566,65.43957,66.85107,64.90895,60.24997,63.09359,63.08739,74.49953,80.0997,82.27927,89.65234,83.11149,75.6007,69.78107,65.83218,62.65056,62.4824,62.96069,60.05465,62.37599,64.44865
Bank credit to bank deposits (%),GFDD.SI.04,Cambodia,KHM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,111.4926,86.39327,73.73657,71.02967,90.09294,90.78958,80.11728,67.25432,57.56813,49.89114,55.21542,60.80671,62.53222,66.6506,68.66276,102.801,80.79158,78.88085,89.23025,89.65759,106.5445,106.4682,115.8854,114.6762,109.5552,108.5165,118.0338,120.1488,127.2743
Bank credit to bank deposits (%),GFDD.SI.04,Cameroon,CMR,..,..,..,259.5343,250.6554,221.2956,236.2273,232.3589,192.9569,175.3781,174.401,158.6337,165.1812,147.5479,141.592,156.1042,151.191,152.0267,173.4332,168.7552,175.5394,184.2259,180.6067,166.8284,133.949,122.6283,148.6643,200.2649,169.5427,161.3789,160.0464,160.1543,88.84969,86.02383,66.83855,68.36208,80.00356,68.91428,80.77711,80.12168,73.84485,70.71114,67.5302,70.41975,68.08353,67.40829,62.71056,59.51357,62.92274,63.67237,60.91916,70.0726,88.04116,86.91676,87.69134,91.64111,94.78624,92.48759,88.60291,83.62711,..,..
Bank credit to bank deposits (%),GFDD.SI.04,Canada,CAN,55.86818,53.30337,57.88742,56.29241,58.26272,64.50329,70.87542,72.54889,72.01703,76.12521,73.9915,78.72416,83.88076,85.06399,86.81667,87.39574,88.43162,91.30416,95.25899,96.59023,98.08625,106.4576,103.2461,101.5874,103.0496,105.1322,102.0057,103.7849,104.1303,103.3952,103.5293,103.2851,101.4516,102.443,102.8279,101.7997,107.4223,112.5816,111.9039,110.8303,108.5464,81.14668,80.08566,80.53414,82.80493,84.52728,87.00665,113.9522,104.3213,..,..,..,..,..,..,..,..,..,..,..,..,..
Bank credit to bank deposits (%),GFDD.SI.04,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bank credit to bank deposits (%),GFDD.SI.04,Central African Republic,CAF,279.0909,321.4286,272.1855,246.7392,232.8431,238.565,280.7174,289.0196,234.1573,342.3289,311.779,231.3977,212.6687,218.1051,244.6527,223.2831,118.5353,157.9179,199.3224,170.4124,191.5755,182.6815,251.4584,226.5296,205.8005,180.5959,180.1127,158.6866,150.2838,135.6754,142.8779,155.1253,121.3864,128.2609,69.8819,109.004,105.3526,103.4713,125.3959,102.0243,138.6469,127.2684,150.271,156.7598,171.8534,125.6671,121.8927,92.287,96.36514,77.90852,102.6184,101.6843,140.3792,119.5248,110.5535,93.76062,101.2845,95.34289,93.69153,82.37456,..,..
Bank credit to bank deposits (%),GFDD.SI.04,Chad,TCD,..,..,..,..,..,..,..,..,..,..,264.9389,258.6227,296.7037,271.0625,228.1358,396.2607,251.5069,257.4251,244.3536,363.7351,357.1129,288.9988,276.7208,249.8268,202.9427,266.8228,289.3673,260.6162,123.5102,106.3151,132.3512,137.6447,156.5676,183.1431,110.0097,97.34142,105.6922,88.41721,109.2833,102.3964,86.74252,81.14537,79.10896,93.95731,93.00737,94.20585,53.15333,62.39624,76.62421,85.35572,80.2095,82.49547,95.17673,95.80976,99.17047,98.61331,105.7763,112.09,121.2789,93.96814,..,..
Bank credit to bank deposits (%),GFDD.SI.04,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bank credit to bank deposits (%),GFDD.SI.04,Chile,CHL,..,112.9094,62.5817,102.4134,109.5124,99.15833,96.40458,89.32953,83.94512,78.35831,70.09319,53.80034,48.58388,30.9429,58.2723,76.92328,80.3805,153.3149,137.5104,147.377,174.2023,191.7773,225.5903,240.2292,249.961,205.1344,188.5723,168.0243,156.4854,158.3121,145.94,128.6601,135.6783,140.3301,146.7675,145.4566,143.6839,130.1579,125.4145,119.1228,125.3641,130.9243,131.9661,139.8391,137.0918,133.4306,133.4447,136.7353,140.3114,170.4709,167.9876,162.2411,158.8958,153.7729,153.0652,146.7505,146.7808,156.7947,156.8879,152.9551,134.5845,128.7832
Bank credit to bank deposits (%),GFDD.SI.04,China,CHN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,350.3094,346.02,347.806,369.4009,429.5557,423.1167,375.6893,343.0493,349.5961,331.2601,335.3055,338.8379,323.1122,337.979,308.6475,289.3878,275.9464,266.6251,268.2052,257.8027,251.8798,242.3712,234.0957,246.6681,236.6498,234.9772,251.1972,273.3517,285.7519,313.5894,311.2155,278.781,272.3647,303.1926,327.0919,342.436,365.9997
Bank credit to bank deposits (%),GFDD.SI.04,Colombia,COL,142.9612,135.9622,128.9045,137.3508,129.9911,127.6949,132.5375,131.073,142.2121,141.4982,148.3024,150.7338,130.6782,107.4389,155.8934,144.4312,130.0671,125.218,129.3688,132.2821,128.3697,121.9329,127.917,130.0679,136.299,126.3491,..,113.546,121.9827,..,124.9292,109.1424,107.7348,113.9831,107.5286,113.2775,116.2961,117.469,116.6334,103.187,92.70055,167.6137,154.3221,151.9774,161.6584,146.8288,170.4866,188.0396,200.9507,165.6543,162.9511,167.987,171.7709,163.213,175.6048,185.8894,205.7189,217.5151,217.3195,222.252,178.123,166.6024
