Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Dominican Republic,DOM,Bank credit to bank deposits (%),GFDD.SI.04,48.69889,45.48063,73.73212,71.49701,89.96283,56.69932,71.57038,77.31308,83.70716,93.72452,87.80952,126.4038,117.9699,112.5021,111.7782,109.9012,126.0873,122.691,133.2622,141.0859,149.0544,143.5897,158.1666,149.7359,140.6571,141.1917,115.2959,132.222,117.4683,133.3536,121.9865,104.6912,107.3365,102.5106,106.1445,106.0203,106.875,107.5042,107.3912,112.9539,113.6581,179.0346,177.7697,131.7422,110.256,101.436,96.08385,99.93227,110.9414,104.6825,107.88,106.2551,101.9256,102.6463,116.6862,115.7404,118.0824,118.4212,121.0433,116.4832,95.25696,91.11948
East Asia & Pacific (IDA total),DEA,"Stock market return (%, year-on-year)",GFDD.OM.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific (IDA total),DEA,Bank credit to bank deposits (%),GFDD.SI.04,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ecuador,ECU,"Stock market return (%, year-on-year)",GFDD.OM.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ecuador,ECU,Bank credit to bank deposits (%),GFDD.SI.04,234.1646,234.7003,214.5467,194.3465,198.4724,196.7949,153.6338,148.001,136.113,129.587,127.4572,117.0399,111.8964,108.1305,107.7438,125.6089,120.5311,126.5701,135.3779,140.5135,133.9636,148.3873,163.8409,204.4941,183.337,167.9215,170.185,156.3598,134.8824,132.6637,86.71544,88.79769,94.06974,106.9029,119.7105,123.2211,111.7111,122.6779,131.6859,237.3472,138.9281,126.3264,109.5124,96.67083,93.09631,97.1422,100.9456,97.84889,98.67678,89.57105,91.72845,92.43827,91.5824,88.60573,87.99554,97.13541,87.46473,93.90811,102.7092,105.4284,96.89857,99.1916
"Egypt, Arab Rep.",EGY,"Stock market return (%, year-on-year)",GFDD.OM.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.992843,6.466817,-33.20989,-20.70765,62.24432,120.3343,169.813,35.59155,28.19265,8.514682,-36.27894,19.09648,-24.84831,0.0742775,11.3908,52.82718,-4.225832,-1.842179,66.84944,14.64561,-7.279054,-21.32658,-2.298034
"Egypt, Arab Rep.",EGY,Bank credit to bank deposits (%),GFDD.SI.04,101.39,91.75185,92.72909,89.63911,85.47619,83.96465,79.04509,71.78507,75.19347,79.06051,72.3255,79.50819,68.2285,54.27854,55.88235,69.18787,68.6217,65.2998,59.11163,57.22405,35.68979,48.16888,47.27242,46.8279,45.92128,47.00287,47.27492,43.64544,40.9917,39.77399,36.41579,29.96044,30.74866,32.48637,38.83849,48.22927,54.49636,62.12681,73.578,81.93761,80.25356,78.32394,73.15921,65.24055,64.0412,60.70229,58.74903,54.71236,56.58173,50.85363,48.05927,49.53832,47.67227,42.91973,41.02925,40.18655,40.61675,35.40953,35.57459,35.48344,36.82066,36.73354
El Salvador,SLV,"Stock market return (%, year-on-year)",GFDD.OM.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
El Salvador,SLV,Bank credit to bank deposits (%),GFDD.SI.04,..,..,..,..,..,132.345,128.332,129.3813,123.7663,124.9613,125.4222,125.5408,115.1288,120.3733,122.7023,102.8816,98.8718,105.2526,110.405,125.7772,116.2521,107.3254,115.824,110.6194,101.7278,101.9817,97.55805,101.7551,100.6187,104.046,75.46733,73.6427,75.36497,70.47767,81.05191,94.22063,91.80031,96.92625,99.41416,100.9718,106.2449,90.85807,93.28857,100.9223,102.5165,109.1553,107.4293,99.71905,103.9195,94.08034,89.63216,94.90708,96.65728,101.1597,106.096,104.4515,106.4732,101.3865,102.1646,97.00695,89.97901,92.15166
Equatorial Guinea,GNQ,"Stock market return (%, year-on-year)",GFDD.OM.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,Bank credit to bank deposits (%),GFDD.SI.04,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,174.8728,273.3007,273.6076,202.6938,251.762,272.1204,540.5332,277.4477,98.02956,56.37685,71.06694,77.39195,104.9336,93.86251,92.13954,82.71888,78.80686,72.95249,42.53809,38.47222,41.75159,49.88001,47.70433,73.22733,70.85862,62.08371,80.56125,46.39551,58.84061,85.99803,99.78232,128.7977,137.4393,142.401,156.5346,..,..
Eritrea,ERI,"Stock market return (%, year-on-year)",GFDD.OM.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,Bank credit to bank deposits (%),GFDD.SI.04,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19.34844,39.2625,37.96761,48.73579,26.19531,22.81698,22.06106,20.76319,22.6598,23.85238,24.29511,24.00082,18.95144,18.45531,16.52752,14.80467,15.20309,16.2529,15.10056,14.37795,..,..,..,..,..,..,..
Estonia,EST,"Stock market return (%, year-on-year)",GFDD.OM.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,173.7138,-41.3821,-35.53271,31.66394,-8.350432,33.51122,39.84573,41.50264,72.2271,10.87509,32.00776,-40.42348,-36.21935,72.58739,11.71351,-2.360384,28.38477,-3.413208,9.526703,13.97217,19.08267,6.210236,0.0987805,-3.069442,43.16375
Estonia,EST,Bank credit to bank deposits (%),GFDD.SI.04,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.83666,117.475,141.3278,149.5053,129.3204,129.9726,125.6392,141.742,160.1344,122.8006,136.1006,170.004,194.9246,197.4685,185.9535,168.1751,147.8182,138.6453,130.3752,122.3877,115.394,111.9185,107.1328,102.5541,98.69009,88.252,81.66857
Eswatini,SWZ,"Stock market return (%, year-on-year)",GFDD.OM.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eswatini,SWZ,Bank credit to bank deposits (%),GFDD.SI.04,..,..,..,..,..,..,..,..,..,..,95.83309,100.0331,64.50632,66.43935,78.39953,77.11759,65.72459,63.65263,71.16089,78.94722,80.99583,104.6247,97.4036,80.59963,72.67439,68.01527,55.72483,60.4105,60.71286,59.22838,81.1272,93.8552,78.60703,78.09069,83.96767,83.673,75.72046,72.11905,65.54292,60.02334,70.26247,55.30262,65.02258,79.11503,93.42542,107.4326,103.4624,103.0675,95.09216,84.4847,77.77055,97.1173,86.56544,89.48904,91.43896,83.50827,74.92665,74.33122,74.25677,76.33566,68.53061,71.16573
Ethiopia,ETH,"Stock market return (%, year-on-year)",GFDD.OM.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ethiopia,ETH,Bank credit to bank deposits (%),GFDD.SI.04,..,39.63414,33.5034,111.082,104.8602,101.611,105.8015,99.31705,103.431,104.3506,122.2254,120.5313,106.662,81.75747,90.64744,83.67693,56.34893,64.38074,75.66458,37.55283,..,26.37086,25.10393,21.15042,17.1467,14.71353,13.55866,17.7216,12.01547,10.70944,10.00977,9.560908,12.84743,23.96017,26.71799,44.86115,65.59248,60.6186,61.8498,71.81281,65.734,60.64795,52.05745,49.27681,46.21965,54.51155,60.93562,59.28065,65.62447,..,..,..,..,..,..,..,..,..,..,..,..,..
Europe & Central Asia (IDA total),DEC,"Stock market return (%, year-on-year)",GFDD.OM.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Europe & Central Asia (IDA total),DEC,Bank credit to bank deposits (%),GFDD.SI.04,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Stock market return (%, year-on-year)",GFDD.OM.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,Bank credit to bank deposits (%),GFDD.SI.04,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,"Stock market return (%, year-on-year)",GFDD.OM.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,Bank credit to bank deposits (%),GFDD.SI.04,..,57.4315,50.63502,39.62607,34.50014,42.73624,41.71201,40.92812,46.10795,42.52044,47.18045,51.132,54.51736,67.41845,72.46182,61.63102,71.23277,71.80782,66.28709,71.373,72.53169,78.33676,75.62274,74.29607,78.01074,82.52788,72.41547,74.23885,63.40981,77.25565,75.72915,77.91359,74.47493,79.27991,84.06697,82.59579,86.33901,83.52096,81.99065,75.14365,86.67133,85.42463,84.12166,76.96641,82.60735,88.19325,89.30157,82.33109,99.66837,93.57285,93.29256,99.54014,99.59181,88.27084,92.19963,92.1022,99.40431,100.1102,104.147,106.2563,101.9549,91.20327
Finland,FIN,"Stock market return (%, year-on-year)",GFDD.OM.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29.47013,11.28007,-26.12398,-28.66927,-20.85603,58.47441,50.94577,3.798852,6.472236,56.95516,41.91343,72.74014,90.04307,-42.3503,-22.81905,-14.30697,7.403714,17.37538,24.76323,24.39545,-24.05181,-32.70147,21.57622,-6.154336,-14.21501,16.42857,16.26741,12.84322,-3.46224,15.27038,3.423926,-3.362475,1.65615,27.7699
Finland,FIN,Bank credit to bank deposits (%),GFDD.SI.04,99.74857,102.454,104.7258,102.2719,103.7648,104.8563,104.6099,106.9792,102.2685,104.2171,107.2242,108.2635,104.8702,112.5604,119.7173,117.6814,118.8924,120.6354,115.6527,114.5662,118.4012,117.9236,123.301,127.7098,129.0069,130.6591,137.7973,144.2763,150.3995,160.637,170.5198,167.0516,155.9179,139.9845,124.6151,114.3052,117.4293,111.0483,113.8412,..,..,117.8703,118.0801,121.3999,126.3369,132.2494,134.8591,130.7531,136.8392,137.182,138.4064,140.7777,149.3189,149.3083,146.4287,140.5171,139.6977,136.825,139.7525,141.616,128.9374,125.3948
France,FRA,"Stock market return (%, year-on-year)",GFDD.OM.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-12.83238,43.47191,7.937574,-5.521007,4.792505,8.993908,2.780325,-9.378906,11.09505,32.6301,34.23581,22.96543,37.7211,-19.94002,-24.50893,-17.68288,18.15249,15.85258,19.67254,12.11495,-24.23244,-22.94214,12.11317,-4.294091,-6.661311,17.98253,9.683743,11.40577,-8.460705,17.15836,2.114535,3.267611,-7.042095,26.48564
France,FRA,Bank credit to bank deposits (%),GFDD.SI.04,115.4822,113.3446,110.9891,108.5132,109.0385,108.2657,107.8657,107.415,113.344,122.24,115.7382,109.7875,110.6678,111.7237,111.3569,106.3138,114.3954,119.0145,104.9069,103.7511,107.747,110.3635,114.2285,114.9528,116.9995,117.3016,120.9404,130.9155,139.3502,148.9491,161.0242,170.1136,174.6579,162.1172,148.8266,136.7973,129.5543,122.817,..,..,..,130.5211,128.9043,119.4782,118.7673,120.7334,123.3553,125.1414,120.9756,121.9086,124.8952,127.1085,124.058,125.2144,122.192,121.5556,119.4283,118.353,119.2433,119.0639,108.6858,108.2062
French Polynesia,PYF,"Stock market return (%, year-on-year)",GFDD.OM.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,Bank credit to bank deposits (%),GFDD.SI.04,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gabon,GAB,"Stock market return (%, year-on-year)",GFDD.OM.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gabon,GAB,Bank credit to bank deposits (%),GFDD.SI.04,108.7786,155.8304,177.044,217.8977,228.7263,186.506,167.1128,161.4991,156.637,158.2772,186.9473,204.4796,194.987,195.2555,169.8666,135.3257,99.98697,125.8835,157.9291,133.3672,121.73,122.6403,118.8349,122.5644,114.386,121.1868,147.8354,154.9849,99.42099,104.5868,103.2495,99.67112,88.13145,84.53879,63.14664,76.06721,63.15862,78.36697,85.50419,84.36791,76.46638,85.58603,89.0988,81.45277,63.5643,59.43921,61.37542,82.18647,61.95581,58.20379,45.7873,49.56974,61.94852,74.21394,76.7347,72.26122,70.24673,69.02975,67.67741,71.50857,..,..
"Gambia, The",GMB,"Stock market return (%, year-on-year)",GFDD.OM.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Gambia, The",GMB,Bank credit to bank deposits (%),GFDD.SI.04,..,..,..,..,..,..,234.5588,241.6949,228.7425,247.1037,209.931,228.3804,103.3058,158.0377,132.3804,110.5973,103.3827,128.9966,137.516,186.7776,184.4857,157.7882,146.7208,134.7996,142.9462,125.0486,105.5132,74.84758,74.86806,68.85046,74.1895,64.42567,41.94902,59.51715,64.92606,51.33068,47.96706,51.26332,50.8034,54.22894,45.22464,49.42997,50.0196,47.18398,35.49253,35.7598,37.77819,38.92668,39.15734,37.65161,37.35634,36.90325,35.04434,33.0764,27.53575,..,..,18.02522,20.59773,21.40041,17.99751,18.12917
Georgia,GEO,"Stock market return (%, year-on-year)",GFDD.OM.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Georgia,GEO,Bank credit to bank deposits (%),GFDD.SI.04,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,234.4115,146.5806,127.7913,148.3961,164.2675,143.1469,128.1725,126.0725,118.7941,106.2192,144.2965,144.4435,168.0627,196.7481,157.511,136.9402,140.7774,142.1148,134.9186,142.7809,136.4063,133.3356,137.749,143.039,148.1,141.9638,140.3346
Germany,DEU,"Stock market return (%, year-on-year)",GFDD.OM.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31.01723,23.40857,-8.647459,0.9383758,9.617721,18.16608,0.712454,17.95031,42.87914,31.24329,4.820633,30.74417,-19.16066,-24.38585,-21.5382,25.70744,18.11136,26.39672,26.38377,-17.88145,-20.28662,24.60234,7.161927,4.325724,22.89267,15.05929,16.77718,-5.59023,22.446,1.024836,0.0536552,1.016533,23.68082
Germany,DEU,Bank credit to bank deposits (%),GFDD.SI.04,..,..,..,..,..,..,..,..,..,..,139.711,140.0842,142.2339,144.3011,143.5433,135.1965,137.2467,136.5279,137.3738,146.0541,153.1555,157.8594,155.9477,158.5058,160.1617,158.9501,156.608,154.4101,154.6351,157.4025,155.9499,162.2151,165.3461,161.4815,170.1073,171.452,170.9542,176.6368,178.8709,..,..,187.0126,179.9753,172.843,168.4574,161.1747,154.908,141.2251,133.7145,131.2901,118.5472,112.9096,107.0977,103.2081,98.91163,94.59281,92.29819,91.49477,90.62551,90.61008,87.77673,89.40473
Ghana,GHA,"Stock market return (%, year-on-year)",GFDD.OM.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.130091,-2.936222,74.40411,25.25351,-5.59214,-16.22648,15.96515,41.31561,-21.61089,-14.76517,28.63463
Ghana,GHA,Bank credit to bank deposits (%),GFDD.SI.04,54.38356,62.37054,58.54127,71.34303,53.6494,68.73969,64.79798,57.18593,65.19044,77.96109,68.50423,100.5754,66.63529,35.92664,42.14703,35.04272,33.4114,31.6456,26.46811,25.37697,23.76506,22.64297,20.28189,29.6798,43.03331,49.25244,58.54332,50.08514,50.45872,56.5161,53.81423,32.39558,35.56718,34.56291,34.19558,35.00615,42.5096,48.71577,57.36039,79.17845,84.27189,64.30507,56.71735,57.21963,59.01471,75.6142,69.55788,72.66906,55.46231,70.71938,61.79861,61.60706,64.4888,72.44203,72.39731,71.59618,67.48672,62.87732,54.42196,55.16365,44.72012,42.87614
Gibraltar,GIB,"Stock market return (%, year-on-year)",GFDD.OM.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,Bank credit to bank deposits (%),GFDD.SI.04,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,GRC,"Stock market return (%, year-on-year)",GFDD.OM.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,44.12064,10.98434,180.8766,8.260839,-21.45312,2.42411,14.94463,-3.597448,5.275414,58.15755,48.06402,101.3353,-3.089382,-33.94561,-23.75906,-11.27431,27.55439,29.39668,26.48701,22.02747,-30.14926,-36.00292,-21.53515,-31.92637,-38.85521,40.56444,14.80132,-35.55112,-21.99328,28.59069,0.6864811,6.832942,-13.64178,26.56782
Greece,GRC,Bank credit to bank deposits (%),GFDD.SI.04,102.03,99.21484,100.9075,105.5772,104.2408,99.04202,91.46266,100.9578,88.85145,86.69013,83.20747,79.83383,79.01234,79.75758,81.1219,82.48521,84.8176,87.19501,109.7473,108.3318,102.4661,93.98554,88.56368,85.52322,78.64284,75.13178,75.1721,62.44855,58.2308,57.85212,58.18058,61.92986,63.88403,61.03525,55.60357,58.76139,58.66236,61.33768,69.76363,..,..,56.57527,66.01256,73.36056,80.12096,88.30403,92.8823,95.41539,93.527,86.97448,119.5669,137.3561,135.5714,126.7044,125.6517,155.5986,150.8424,136.7164,118.1543,100.1278,81.49692,57.13287
Greenland,GRL,"Stock market return (%, year-on-year)",GFDD.OM.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,Bank credit to bank deposits (%),GFDD.SI.04,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,"Stock market return (%, year-on-year)",GFDD.OM.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,Bank credit to bank deposits (%),GFDD.SI.04,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,70.08329,70.43124,67.79595,73.53461,72.39621,73.87933,72.12647,63.56824,72.0816,77.47975,85.60368,77.31316,91.12546,83.44553,84.15269,87.35075,90.82627,81.07256,76.7617,78.29518,84.43387,87.40985,85.34106,85.57813,77.18135,70.48308,69.38744,61.68217,72.28031,79.3019,80.95716,84.97267,86.9641,88.67834,90.60447,96.06297,87.38949,78.23869,70.04515,66.85302,65.68001,61.27691,63.59515,66.98728,64.40303
Guam,GUM,"Stock market return (%, year-on-year)",GFDD.OM.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guam,GUM,Bank credit to bank deposits (%),GFDD.SI.04,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guatemala,GTM,"Stock market return (%, year-on-year)",GFDD.OM.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guatemala,GTM,Bank credit to bank deposits (%),GFDD.SI.04,144.5055,145.3728,133.9817,133.3002,127.7269,129.9543,121.5609,115.5231,111.0998,104.7725,95.15748,86.37771,73.67994,67.27513,77.39315,69.97549,63.24554,69.04952,76.26538,86.64674,94.3399,92.9812,83.54899,97.95034,96.42945,82.68835,74.51577,87.10215,82.24622,79.2716,90.20189,64.66557,75.49542,82.79187,104.8918,129.95,134.8897,117.9328,123.0285,134.0744,108.4534,94.15608,87.20483,74.70674,72.62467,67.01367,74.08736,75.59734,74.70253,64.45376,59.61687,60.75382,79.37569,79.28474,79.97037,82.63261,83.3215,80.76389,76.8583,74.66228,67.92442,70.42893
Guinea,GIN,"Stock market return (%, year-on-year)",GFDD.OM.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guinea,GIN,Bank credit to bank deposits (%),GFDD.SI.04,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,110.9422,124.5381,100.4123,92.36526,92.06326,98.49942,107.3368,98.93326,86.07033,69.43998,74.60455,70.29163,59.04802,48.38182,43.13816,31.62992,39.61592,30.26413,37.45571,29.15925,26.91509,24.27541,38.49072,44.09724,48.39301,60.24615,63.10531,62.20419,55.32177,57.92767,57.28001,51.4515,50.02605
Guinea-Bissau,GNB,"Stock market return (%, year-on-year)",GFDD.OM.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guinea-Bissau,GNB,Bank credit to bank deposits (%),GFDD.SI.04,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,192.1683,180.4382,76.62066,83.81524,91.20973,63.40009,49.00038,43.56474,62.27899,62.2771,57.66,26.00938,26.47407,29.84352,20.7389,28.83299,41.29045,41.34513,51.34877,56.29252,47.66364,55.62009,81.07555,69.52287,66.17989,54.46634,44.10186,82.74722,88.90376,92.07946,84.67516,78.34737
Guyana,GUY,"Stock market return (%, year-on-year)",GFDD.OM.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
